MIWESU PREMIUM FIRE WOOD — Facebook Ads exports (tabular)
Generated: 2026-04-17 16:54 UTC
Split rule: any row containing “Miwesu” in campaign / page / ad / ad set text.
Sources: 01a/Frank-Smit-Campaigns-*.xlsx (campaign summary rows), 01a/Untitled-report-Mar-17-2023-to-Apr-17-2026 (1).xlsx (creative breakdown), plus any other 01a xlsx rows matching Miwesu.
Columns are tab-separated (TSV). NaN exported as empty.
================================================================================


--- Frank-Smit-Campaigns-Mar-17-2023-Apr-17-2026.xlsx :: Worksheet ---
Reporting starts	Reporting ends	Campaign name	Campaign delivery	Results	Result indicator	Cost per results	Ad set budget	Ad set budget type	Amount spent (ZAR)	Impressions	Reach	Ends	Attribution setting
2025-09-18	2026-04-17	New Engagement Campaign Miwesu	completed	875	actions:link_click	0.69562286	Using ad set budget	0	608.67	91425	66410	2026-02-20	7-day click or 1-day view
2025-09-18	2026-04-17	"Miwesu Post: ""600kg Premium Braai Mix – R1500 Delivered 🪵🔥"""	inactive	23	actions:onsite_conversion.messaging_conversation_started_7d	26.08173913	173.92	Daily	599.88	15331	10066	2026-02-22	7-day click or 1-day view
2025-09-18	2026-04-17	[2/17/2026] Promoting Miwesu Premium Fire Wood	inactive	18	actions:like	17.79222222	120	Daily	320.26	5949	3791	2026-02-22	7-day click or 1-day view
2025-09-18	2026-04-17	"Miwesu Post: ""The secret ingredient to the perfect wood-fired..."""	inactive	3	actions:onsite_conversion.messaging_conversation_started_7d	77.41666667	250	Daily	232.25	3498	2843	Ongoing	7-day click or 1-day view
2025-09-18	2026-04-17	Sales Campaign_Miwesu	completed	59	actions:onsite_conversion.messaging_conversation_started_7d	6.56288136	50	Daily	387.21	12378	9930	2026-02-25	7-day click or 1-day view
2025-09-18	2026-04-17	Miwesu_12_Zone_Engagement Campaign	completed	104	actions:onsite_conversion.messaging_conversation_started_7d	8.40192308	Using ad set budget	0	873.8	28117	21818	2026-02-25	7-day click or 1-day view
2025-09-18	2026-04-17	Miwesu_12_Zone_New Sales Campaign_carosel	inactive	329	actions:onsite_conversion.messaging_conversation_started_7d	8.35164134	250	Daily	2747.69	115430	58546	Ongoing	7-day click or 1-day view
2025-09-18	2026-04-17	Miwesu_12_Zone_New Traffic Campaign_Carosel	inactive	35	actions:onsite_conversion.messaging_conversation_started_7d	10.63685714	50	Daily	372.29	10344	7848	2026-02-25	7-day click or 1-day view

--- Untitled-report-Mar-17-2023-to-Apr-17-2026 (1).xlsx :: Creative Reporting ---
Campaign name	Ads	Ad set name	Ad name	Page name	Age	Gender	Objective	Day	Campaign ID	Ad set ID	Ad ID	Page ID	Delivery status	Delivery level	Result type	Results	Cost per result	Amount spent (ZAR)	Impressions	Reach	Attribution setting	Quality ranking	Engagement rate ranking	Conversion rate ranking	Ad set name.1	Reporting starts	Reporting ends
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	unknown	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	2.23	2.23	54	44	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	23.635	47.27	2354	1972	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	male	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	10	10.594	105.94	4178	3457	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	10	8.557	85.57	3393	2803	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	8.915	17.83	478	430	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	male	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	3	11.22	33.66	1285	1096	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	female	OUTCOME_SALES	2026-03-27	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	11.19	11.19	341	302	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-27	2026-03-27
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				10.51597998	296	269	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	unknown	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.37985479	13	13	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	unknown	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.279893	15	14	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	unknown	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.10995797	5	4	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	unknown	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.76970576	24	22	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	female	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				3.90850587	175	165	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	female	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				3.57863197	139	126	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	male	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	10	7.41916382	74.1916382	2801	2434	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	unknown	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.79969429	27	24	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	male	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	9.12651114	18.25302228	734	651	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	18.50792483	37.01584967	1829	1617	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	female	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	3	3.69192199	11.07576598	344	310	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	male	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	3	11.04910951	33.14732852	1239	1064	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	5	12.05339226	60.26696129	2191	1870	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	female	OUTCOME_SALES	2026-03-26	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	7.29721044	7.29721044	233	216	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-26	2026-03-26
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-22	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	0	0	0	0	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-22	2026-03-22
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	female	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	5	3.736	18.68	527	465	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	unknown	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.17	6	6	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	unknown	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.33	20	16	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	unknown	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad				0.32	17	16	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	unknown	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	1.68	1.68	44	41	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	65+	female	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	2.3	4.6	166	143	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	55-64	female	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	2	5.765	11.53	350	306	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	female	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	6.28	6.28	270	224	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	45-54	male	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	8	11.3975	91.18	3527	2860	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	25-34	male	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	6	8.945	53.67	2478	2092	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
Miwesu_12_Zone_New Sales Campaign_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu_12_Zone_New Sales Ad Set_carosel	Miwesu_12_Zone_New Sales Ad_carosel	Miwesu Premium Fire Wood	35-44	unknown	OUTCOME_SALES	2026-03-21	120240110519200637	120240110519220637	120240110519210637	937996999404897	not_delivering	ad	Messaging conversations started	1	2.74	2.74	46	36	7-day click or 1-day view	-	-	-	Miwesu_12_Zone_New Sales Ad Set_carosel	2026-03-21	2026-03-21
