VAALPENSKRAAL WOOD (Braai Mix / VPK) — Facebook Ads exports (tabular)
Generated: 2026-04-17 16:54 UTC
Split rule: “Vaalpenskraal”, or word VPK, in row text; and not classified as Miwesu. Anonymous “Post: … BULK BRAAI …” campaign rows are treated as Vaalpenskraal (same creative as prefixed row).
Sources: 01a/Frank-Smit-*, 01a/Untitled-report-*.xlsx, 01a/Vaalpenskraal_Wood-Campaigns-*.xlsx.
Columns are tab-separated (TSV).
================================================================================


--- Frank-Smit-Campaigns-Mar-17-2023-Apr-17-2026.xlsx :: Worksheet ---
Reporting starts	Reporting ends	Campaign name	Campaign delivery	Results	Result indicator	Cost per results	Ad set budget	Ad set budget type	Amount spent (ZAR)	Impressions	Reach	Ends	Attribution setting
2025-09-18	2026-04-17	[Vaalpenskraal Braai Mix FireWood] Marketplace listing boosted on 1/27/2026	completed	3	actions:onsite_conversion.messaging_conversation_started_7d	11.11	50	Daily	33.33	9912	9013	2026-01-30	7-day click or 1-day view
2025-09-18	2026-04-17	Vaalpenskraal-BRAAIMIX-CAROSEL	completed	1919	actions:link_click	0.40227723	70	Daily	771.97	64910	42616	2026-02-28	7-day click or 1-day view
2025-09-18	2026-04-17	Vaalpenskraal_New Engagement Campaign	completed	1217	actions:like	1.00649137	Using ad set budget	0	1224.9	24478	13074	2026-02-27	7-day click or 1-day view
2025-09-18	2026-04-17	"Vaalpenskraal_Post: ""🔥 BULK BRAAI WOOD SPECIAL! 🔥"""	completed	9	actions:click_to_call_native_call_placed	31.42	60	Daily	282.78	7941	5352	2026-02-06	7-day click or 1-day view
2025-09-18	2026-04-17	"Post: ""🔥 BULK BRAAI WOOD SPECIAL! 🔥"""	completed	2	actions:click_to_call_native_call_placed	115.135	50	Daily	230.27	7972	5841	2026-02-08	7-day click or 1-day view

--- Untitled-report-Mar-17-2023-to-Apr-17-2026 (1).xlsx :: Creative Reporting ---
Campaign name	Ads	Ad set name	Ad name	Page name	Age	Gender	Objective	Day	Campaign ID	Ad set ID	Ad ID	Page ID	Delivery status	Delivery level	Result type	Results	Cost per result	Amount spent (ZAR)	Impressions	Reach	Attribution setting	Quality ranking	Engagement rate ranking	Conversion rate ranking	Ad set name.1	Reporting starts	Reporting ends
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	male	OUTCOME_ENGAGEMENT	2026-02-27	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	0.46	0.46	10	10	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	male	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	31	0.42114191	13.05539926	1186	1076	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	4	1.01792098	4.07168391	295	268	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	3	1.10712453	3.3213736	265	245	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	14	0.36014894	5.04208523	388	356	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	male	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	25	0.67627969	16.90699214	1420	1282	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	male	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	32	0.36984045	11.8348945	1013	918	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	8	0.32388395	2.59107158	217	193	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	8	0.53397083	4.27176665	321	275	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	unknown	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.13005379	12	12	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	male	OUTCOME_ENGAGEMENT	2026-02-27	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	1.2	1.2	11	11	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	unknown	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.12004965	11	10	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	unknown	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.02000827	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.02000827	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	female	OUTCOME_ENGAGEMENT	2026-02-27	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	0.37	0.37	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-27	2026-02-27
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_ENGAGEMENT	2026-02-27	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	1	0.45	0.45	4	4	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-27	2026-02-27
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_ENGAGEMENT	2026-02-27	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	0.475	0.95	20	20	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-27	2026-02-27
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_ENGAGEMENT	2026-02-27	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	0.74	1.48	7	7	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-27	2026-02-27
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	unknown	OUTCOME_SALES	2026-02-27	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.05002069	4	4	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-27	2026-02-27
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	35-44	unknown	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.06	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.04	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	unknown	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.07	2	1	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				1.79	21	20	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	65+	unknown	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.05	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	unknown	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad				0.28	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	male	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	1.7375	6.95	123	112	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	6	2.05833333	12.35	209	200	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	18-24	female	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	2.745	5.49	38	35	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	25-34	male	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	22	1.03	22.66	359	320	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	female	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	3	0.73658366	2.20975099	194	181	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	male	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	51	0.37662423	19.20783549	1816	1639	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	male	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	13	0.49840537	6.47926986	602	557	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	male	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	31	0.4638187	14.37837972	1335	1177	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	male	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	62	0.35931435	22.27748958	1922	1739	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	35-44	male	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	19	0.48047217	9.12897127	865	769	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	unknown	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	1	0.11998648	0.11998648	14	14	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	10	0.37495775	3.74957746	283	263	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	female	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	3	0.56660282	1.69980845	157	137	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	10	0.41695301	4.16953014	299	270	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	65+	female	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad	Link clicks	11	0.45994817	5.05942986	407	362	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	25-34	unknown	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.02999662	2	2	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	female	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	2	1.385	2.77	48	46	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal-BRAAIMIX-CAROSEL	New Sales Ad	Vaalpenskraal_New Sales Ad Set	New Sales Ad	Vaalpenskraal Braai Mix	55-64	unknown	OUTCOME_SALES	2026-02-26	120239104967410637	120239104967400637	120239104967420637	1001703389686936	not_delivering	ad				0.1499831	18	15	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Sales Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	55-64	male	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	1.125	4.5	87	81	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
Vaalpenskraal_New Engagement Campaign	New Engagement Ad	Vaalpenskraal_New Engagement Ad Set	New Engagement Ad	Vaalpenskraal Braai Mix	45-54	female	OUTCOME_ENGAGEMENT	2026-02-26	120239263987690637	120239263987700637	120239263987710637	1001703389686936	not_delivering	ad	Facebook likes	4	0.9225	3.69	66	63	7-day click or 1-day view	-	-	-	Vaalpenskraal_New Engagement Ad Set	2026-02-26	2026-02-26
